名称,价格1,价格2,星级,评论数量,排名1,排名2,评论
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,东西很好，很精致，电信国行正品，为开封
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,亚马逊的发货速度还是很让人满意的，客服和送货人员的服务也非常好！关于这款手机，价格上不知为何经常上下变化，最初下订单时是3598，过了2天变成了3548，就又重新拍了，今天再看，又成了3566。手机的颜色非常好看，是我喜欢的西瓜红的颜色，，基本就是专为女士设计的，配上相同色系的屏幕壁纸，很好看。手机的大小对我这样的小手人事来说很方便，一只手用就OK，实在是不喜欢三星的盾牌，太大了，必须两只手操作才行。IOS系统很流畅，支持苹果！
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,苹果官网查询保修期显示是全新机。5C的手感不错，塑料壳的感觉不是一般塑料可比，外观和4S各有千秋。
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,也是三千大几，现在特价两千大几的机子，屏幕还有翘起，苹果这是不是有点不对啊，所以不好意思，两个星。
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,官网查询刚激活的，拿到手上比照片好看太多了，虽然红色适合女性，但是真的很好看，比图片好看。很满意。
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,比京东便宜50元就来这里买了，因需要换MINI SIM卡，所以评价晚了，很好用，手感很好，正品，赞
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,这是第二个 第一个寄来的时候给摔坏了 为什么摔坏了？居然几千块钱的手机没有任何填充物 手机被物流硬生生摔坏了 我某易购买的洗发水 几十块钱的东西都给我有填充物保护起来 这几千块钱的东西 居然没有 亚马逊果然是财大气粗！第二个今天收到的 还是没有填充物 我还强调过了 还是没有 我大亚马逊为了省几块钱的填充物 不管几千块的手机 我服了还不行么！目前看还是好的 我先用吧  有什么问题 等着苹果给保修吧 亚马逊这次是给我好大的惊喜 哎
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,从开始用亚马逊到现在有几年了！几乎没写过评论，今天算是第一次！买的手机全新正品，很好！很满意！但是其中很憋屈的是配送，我是做贸易工作的，平时时间要求很严格！从星期天下单到今天早上才到，估计应该是库存刚拿到货！既然这样你们就应该如实相告嘛！老说在调拨，你以为我们都是小孩子啊！那么好哄！？最后是打电话过来说明了具体情况。我也主动联系了配送在早上就收到货，下午就可以去办事了！总得来说，货好！但存在波折！！！！希望以后会提高吧！
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,手机实用便宜正品没啥问题
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,手机是新的，很喜欢，过段时间再买一个
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,大容量的还是有必要，目前用起来挺好的
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,还好吧。只支持电信的。电不是蛮经管。
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,手机很好用，支持！  发货快，质量好
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,错了手感不是太好外，其他一切都还可以
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,应该是正品 就是买回来之后要充好久电
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,全新 未激活 没有发现别人常说的毛病
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,不错 查过 新机！上一年9月！新机！
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,苹果的品质就是没的说，亚马逊也不错。
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,是正品，快递很快，很喜欢，继续使用中
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,很好 不过苹果手机的通病 电池不耐用
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,物流很给力，5C的确是性价比较高的。
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,很好，买的电信版，机器全新未激活。运行也很流畅。不带套握感比金属机身的5、5s要好，不咯手
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,垃圾手机，第一次买苹果太伤心了，5c也太差了，上网超慢，网页好久打不开，太失望了，能退货吗
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,比较科学，收到机器，自己激活了.全新未激活的！第一次亚马逊购物，很给力.不愧是国际网站
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,现在买这机子也基本都是返修的了，起先充电都充不进去，可能是天气太冷的缘故，后来又好了
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,正品，买回来后都说我买贵了点，花了3500，可能应该快要下架的原因吧，不过还是很好使
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,观望了这么久，终于买到了心仪的手机，这个价位比香港的电商还便宜得多。2013年9月中旬的机器，开机为ios7.0，第一批机器质量应该不错，而且肯定不会是官翻机，配件必然正品，简直太满意了！配送很快，早晨8点下单，晚上8点收到。倒霉单位给办的电信159套餐，不配个好手机亏了，幸好电信IPhone最便宜，哈哈。絮絮叨叨的心得：5s综合来看：64位构架不是很稳定，发挥不出优势，M7用不到且软件多为英文，指纹识别目前用到的地方太少，ISP不错但我习惯用单反，5s一句话就是步子迈太大了！值得一提的唯独光圈、感光CCD和闪光灯最实用，但也犯不着花将近一倍的价钱。5c运行普通软件速度完全够用，大型编辑软件用不到，对IOS游戏兴趣也不大，想玩的话用不会砸脸的iPad air效果更好。毕竟买iPhone其实买的就是IOS，至少2年内IOS对5c的支持应该没问题，这就足够了。对比某宝的V版无锁机，最大优势就是同时支持联通和电信3g，但有几个问题：官翻机无疑、保修期所剩无几、配件全假，最最重要的是价格优势太过微弱。再考虑到电信承诺未来免费升级iPhone的FDD-LTE运营商限制，5c还能算个潜力股！
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,在此之前，我是非常喜欢亚马逊的，毕竟是国际连锁网站，美国亚马逊我也经常购买东西，可以说是忠实客户。6月11日订购了一部粉色5C，6月12日准时送达，速度不错。在苹果官网查询手机未激活，我安心收下。在我更换了NANO卡后激活手机，再登陆官网查询联保时间，发现手机保修时间是到2015.2.10，也就是说手机在三个月前就开始保修，我收到的这一步是换行机，是有故障的手机被苹果售后收下后，换出的一步全新的手机，但是保修时间是按照故障手机算了，所以保修时间不足365天。马上致电亚马逊客服，答应给我换货，但是我始终不明白，这么大的国际连锁公司，居然出售的不是正规的行货手机，太让人质疑了，更换的手机还没有到，希望是全新的，而不再是换行机。不然我非要投诉315不可。
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,手机很好，是全新行货，就是内存太小
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,现在用移动卡贴，以后考虑去换电信的
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,今天收到的，还不错啦。比较适手！！
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,感觉现在掉价有点快，不过自己用还好
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,用了一段时间了，感觉很好，赞一个！
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,好幸运啊  抢到了  国行没的说啊
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,是新机器，用着还不错就是电池不抗用
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,电话为正版苹果5C行货 全网最低价
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,已经丢了。。。。但是用的时候很好。
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,非常喜欢，行货，性价比高，打满分！
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,苹果5c  还是可以的大家可以买的
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,烤瓷加工的塑料后盖比想象中漂亮的多，感觉甚至超过5和5S。系统和质量没的说。很满意
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,"1，关于容量，参考之前iphone4,16G的用量 我认为8G 能满足我的需要，但是毕竟我是不玩游戏的人 使用的软件不超过10个。  关于系统 自带ios7，购买后升级至今ios 8.1.2 可能之前被4折磨的，现在刚觉升级最新操作系统后的5C仍然足够流畅。2，做工材质都没有问题，购买价格低于2000元 ，满足我的需要，个人认为性价比足够高"
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,买了三天接电话就有电流声，根本听不见对面在说什么。想退货亚马逊就给我看这个【出于安全原因，含有可燃液体或气体的商品不能退回亚马逊网。】我就服了，合着我天天拿一炸弹。要不是京东没货，也不会在这买。
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,有明显 阴阳屏（上黄下灰），网购嫌麻烦就懒得换了，在当地店买的话可能会找商家换。
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,87折拿下，东西开过封，亚马逊自己又打了封条，质量没有问题，激活时间没有问题。
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,"1.商品外观:蓝色沉稳、低调,比较喜欢,2.系统:流畅,不停顿,验证全部为行货,保修期:20150910.电话支持:20141210,生产日期:2013年9月(36周).配货速度:20140905下订单付款,2014年9月8日, 20:30, 昆山 江苏 中国 运输在途. 就是配货速度太慢,送货速度还可以.综合上述星只给4颗."
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,不太会用，还行的，大家可以放心。
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,亚马逊真的不错，废话不多说，大赞
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,非常满意，使用方便，价格合适！！
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,屏幕有些松动，跟帖吧中的评价一样
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,正品两字已经可以解释所有的好了。
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,国行。未激活 使用起来感觉很不错
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,感觉很好用，就是比5和5s要重点
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,是国航正品未激活大家放心吧，哈哈
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,很漂亮 很好用 升级到ios8啦
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,手机很漂亮，也很好用！下次还会来
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,快用一年了。苹果产品还是很不错的
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,看到手机就 喜欢了，挺好 用的。
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,不错啊，未激活的，嘿嘿，很幸运哦
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,个人感觉5C外形靓丽，挺漂亮的。
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,白色，很喜欢！IOS系统熟悉中。
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,第一次用苹果，确实比安卓机好太多
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,送媳妇的，开心使用中，值得推荐!
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,下手要快，別猶豫，像我一樣賺到了
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,是全新正品未激活。虽然是13年生产的，但是我还是拿到就能开机。
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,很好 激活正常 本来打算买米4的  看着降价了 就把米4取消了 感觉很合适
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,很流畅，坚决不升级ios8，小白这个价位入手很划算。暖屏，偏黄，看着不舒服
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,全新未激活，就是新机没电得充电，屏幕是暖屏偏黄，其他都还好，亚马逊值得信赖
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,1、不满意的是配送啊，亚马逊的配送送到本地是由本地送报纸的来配送，而且还不让验货。。。坑爹啊。2、虽然外包装被压扁了一角，但是里面还是完好的，配件、发票什么都有。3、A1526，全新未激活，办了4G/3G一体化的卡结果没有4G开关....4、苹果的质量还是一流的，无论手感、硬件软件都不错。
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,手机很好 是正品 激活后网上查了保修日期 是当天的 不是翻新机 放心了
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,苹果的东西很好，亚马逊也很可靠
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,还可以，主要便宜。买来给妈妈用
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,买给妈妈的，很好~~全新未激活
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,感觉电池不算耐用，其他都很好。
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,开封以后查了下序列号，是新的。
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,系统特别流畅，发货速度也非常快
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,挺好用的  系统是比安卓的好用
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,正品，未激活！5c拿着挺舒服的
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,整体服务好，物有所值，值得推荐
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,媳妇很喜欢，蛮适合女孩子用的。
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,很好，质量不错，是行货，支持！
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,果色养眼，电话和5S一样好用！
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,手机还不错。反应速度也还不错。
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,各个方面确实都有很大进步  真的很喜欢  而且手感好  颜色也好看
